Coin,Name,Price,1h,24h,7d,24h Volume,Mkt Cap,ID
TGBP,TrueGBP,1.53,-0.002,-0.001,0.107,7278.37,0,TGBP.TrueGBP
TREEP,Treep,5.02E-05,,-0.62,-0.466,0.660438,0,TREEP.Treep
WEC,Web,0.242444,0.012,0.011,0.187,16117.21,0,WEC.Web
YFED,YFED Finance,0.642353,0,0,0,0,0,YFED.YFED.Finance
HATE,Heavens,280.29,0,0,0,0,0,HATE.Heavens
EZ,EasyFi,2.61,0.009,-0.055,-0.099,4979057,0,EZ.EasyFi
YLAB,Yearn-finance,1.99,0.029,0.283,0.653,1564.49,0,YLAB.Yearn-finance
RFX,Reflex,0.001306981,0,0,0,0,0,RFX.Reflex
DCORE,Decore,4.3,0,0,0,0,0,DCORE.Decore
USDL,USDL,0.910136,-0.002,0.001,-0.08,18620.36,0,USDL.USDL
NMT,NovaDeFi,0.005790683,0,0,0,0,0,NMT.NovaDeFi
IVY,Ivy,0.010738901,0,0,0,0,0,IVY.Ivy
LIMIT,LimitSwap,47.61,-0.015,0.054,-0.092,6876.59,0,LIMIT.LimitSwap
JGN,Juggernaut,0.653019,0.002,-0.056,0.295,737038,0,JGN.Juggernaut
DANDY,Dandy,219.82,0,0,0,0,0,DANDY.Dandy
TTX,Talent,0.374151,-0.007,-0.033,0.017,2540.75,0,TTX.Talent
CRAFT,deCraft,30.98,0,0,0,0,0,CRAFT.deCraft
1GOLD,1irstGold,61.74,0,0,0,0,0,1GOLD.1irstGold
BRAIN,Nobrainer,13.32,0,0,0,0,0,BRAIN.Nobrainer
PSHP,Payship,35.72,0,0,0,0,0,PSHP.Payship
SSL,SERGS,82.56,,-0.065,0.055,330.23,0,SSL.SERGS
GMNG,Global,0.000170182,-0.024,-0.043,-0.476,21164,0,GMNG.Global
AZZR,Azzure,0.001005594,0,0,0,0,0,AZZR.Azzure
YGY,Generation,20.73,0,0,0,0,0,YGY.Generation
SMART,Smartway Finance,10.92,0.415,0.082,0.238,1697.66,0,SMART.Smartway.Finance
RICH,Richway Finance,1.59,0.121,0.143,0.369,1292.69,0,RICH.Richway.Finance
CRP,Cross,0.000369647,0,0,0,0,0,CRP.Cross
BHC,BillionHappiness,43.8,-0.007,0.029,0.302,46453,0,BHC.BillionHappiness
TKNT,TKN,0.006015395,0.002,-0.429,0.635,1.85,0,TKNT.TKN
QCORE,Qcore Finance,2.38,0,0,0,0,0,QCORE.Qcore.Finance
BNZ,BonezYard,0.06615722,0.033,-0.006,0.002,28146,0,BNZ.BonezYard
RTC,Read,1.69,0,0,0,0,0,RTC.Read
HBDC,Happy,0.00510329,-0.007,-0.002,0.278,375.85,0,HBDC.Happy
KOEL,Koel,0.000539905,-0.002,-0.112,-0.104,23.09,0,KOEL.Koel
UTED,United,0.005293123,0,0,0,0,0,UTED.United
YFN,Yearn,0.381554,-0.012,-0.027,-0.09,1312.28,0,YFN.Yearn
BFC,Bit,0.002600406,0.019,0.004,0.168,53728,0,BFC.Bit
YFDT,Yearn,5.98,-0.004,0.059,-0.051,1298.51,0,YFDT.Yearn
ASWAP,Arbiswap,0.003754389,0,0,0,0,0,ASWAP.Arbiswap
MARS,Mars,0.006523008,-0.01,-0.122,-0.248,58628,0,MARS.Mars
JNTR/E,JNTRe,0.077972311,-0.107,-0.255,,2175.74,0,JNTR/E.JNTR/e
RUC,Rush,0.090033396,0,0,0,0,0,RUC.Rush
DDRST,DigiDinar,2.11,,0.078,,9.47,0,DDRST.DigiDinar
YEFIM,Yearn,26.07,-0.115,1.74,0.105,141430,0,YEFIM.Yearn
DXY,DXY,3.91,0,0,0,0,0,DXY.DXY
CCOMP,cCOMP,8.03,-0.008,-0.064,0.004,1052857,0,CCOMP.cCOMP
YFIP,YFI,6.59,1.847,-0.118,1.762,112.01,0,YFIP.YFI
YFIA,YFIA,3.33,0,0,0,0,0,YFIA.YFIA
AUOP,Opalcoin,0.000497847,-0.007,0.138,-0.171,26.98,0,AUOP.Opalcoin
SKN,Sharkcoin,0.000258045,0.013,-0.013,0.101,24532,0,SKN.Sharkcoin
DXIOT,dXIOT,0.063877136,0,0,0,0,0,DXIOT.dXIOT
LCG,LCG,0.018027347,-0.003,0,-0.386,60137,0,LCG.LCG
YRISE,yRise,1.29,-0.004,0.158,-0.153,32474,0,YRISE.yRise
BTCBAM,BitcoinBam,1,-0.002,0.021,-0.047,396088,0,BTCBAM.BitcoinBam
GLF,Gallery,1.62,0,0,0,0,0,GLF.Gallery
GNC,Galaxy,0.012747256,-0.06,-0.092,-0.108,28327,0,GNC.Galaxy
AGT,AISF,7.68E-06,0,0,0,0,0,AGT.AISF
DLIKE,DLIKE,0.001114297,0,0,0,0,0,DLIKE.DLIKE
PAYOU,Payou,0.638167,0,0,0,0,0,PAYOU.Payou
SPEED,Speed,0.000689327,,-0.03,-0.192,4.24,0,SPEED.Speed
SSJ,Super,0.460296,0,0,0,0,0,SSJ.Super
AFC,Apiary,0.000112569,,0.128,0.052,660.04,0,AFC.Apiary
DFGL,DeFi,0.271931,-0.346,0.101,0.208,138.8,0,DFGL.DeFi
FIL12,FIL12,49.1,-0.002,-0.022,0.123,58500,0,FIL12.FIL12
WINR,JustBet,0.001250834,-0.003,0.006,0.135,2276.26,0,WINR.JustBet
CLV,Clover,6.95,,-0.148,-0.068,2369.37,0,CLV.Clover
JCC,Junca,0.643705,0.026,0.057,0.055,73863,0,JCC.Junca
MOONDAY,Moonday,72.59,0.039,0.044,0.257,434207,0,MOONDAY.Moonday
DIGEX,Digex,0.000197186,0,0,0,0,0,DIGEX.Digex
AICO,Aicon,0.013676305,0,0,0,0,0,AICO.Aicon
CBP,CashBackPro,0.811874,0.003,-0.206,-0.29,17419.57,0,CBP.CashBackPro
BOOB,BooBank,7.54E-10,0,0,0,0,0,BOOB.BooBank
FME,FME,0.000771535,0,-0.274,-0.293,23.54,0,FME.FME
MACH,MACH,0.003975903,0,0,0,0,0,MACH.MACH
SYBC,SYBC,1.16E-06,,0,0,0,0,SYBC.SYBC
XAT,ShareAt,0.245243,0,0,0,0,0,XAT.ShareAt
IBP,Innovation,0.026285306,,-0.181,-0.225,494413,0,IBP.Innovation
EMC,EduMetrix,5.3,-0.005,-0.002,-0.005,7740420,0,EMC.EduMetrix
GES,GES,0.001002069,0,0,0,0,0,GES.GES
LEX,Elxis,7.24,0,0,0,0,0,LEX.Elxis
DOGDEFI,DogDeFiCoin,0.41619,0.002,0.01,0.069,5.25,0,DOGDEFI.DogDeFiCoin
BIG,TheBigCoin,1.07E-08,,0.661,-0.051,2.02,0,BIG.TheBigCoin
TLW,TilWiki,1.15,-0.005,0.017,0.476,515.93,0,TLW.TilWiki
SWUSD,Swerve fi,1.02,0,0,0,0,0,SWUSD.Swerve.fi
NVA,Neeva,1.79,0,0,0,0,0,NVA.Neeva
PUML,PUML,0.012430561,-0.006,0.058,0.155,52385,0,PUML.PUML
DICE,TRONbetDice,0.02566078,,0.005,0.121,850.37,0,DICE.TRONbetDice
DEC,Dark,0.003910677,0.005,-0.228,0.048,108974,0,DEC.Dark
BALL,BALL,0.003833822,0,0,0,0,0,BALL.BALL
SMNC,Simple,0.002190325,,-0.082,-0.51,9.46,0,SMNC.Simple
BCT,Bitcoin,0.611559,,-0.044,-0.12,3457.12,0,BCT.Bitcoin
JSB,JSB,0.097832484,-0.004,-0.016,-0.497,125217,0,JSB.JSB
YFICG,YFI,0.040007051,-0.002,-0.001,-0.005,159.62,0,YFICG.YFI
PXUSD-MAR2021,pxUSD,0.273959,0,0,0,0,0,PXUSD-MAR2021.pxUSD
OLCF,OLCF,0.001620456,0,0,0,0,0,OLCF.OLCF
MM,Millimeter,0.388165,-0.015,-0.059,-0.266,502236,0,MM.Millimeter
WIZ,Wizard,3.01E-05,0,0,0,0,0,WIZ.Wizard
CHESS,ChessCoin,0.008685958,-0.105,-0.04,-0.108,10.52,0,CHESS.ChessCoin
PASS,Passport,0.001629287,0.022,-0.135,-0.321,42083,0,PASS.Passport
YFRM,Yearn,3.86,,,-0.491,13.89,0,YFRM.Yearn
DFC,DeflaCash,0.00088671,,0.64,0.338,43.32,0,DFC.DeflaCash
7UP,7up,0.213159,-0.034,-0.032,0.102,16277.09,0,7UP.7up
AEL,Aelysir,0.001601281,0,0,0,0,0,AEL.Aelysir
STARK,Stark,468.84,-0.003,0,-0.001,111459,0,STARK.Stark
YYFI,YYFI Protocol,0.07763732,-0.002,0.005,,9.32,0,YYFI.YYFI.Protocol
MO,Morality,0.198501,-0.008,-0.051,-0.047,6248.01,0,MO.Morality
SFI,SocketFinance,0.825109,0,0,0,0,0,SFI.SocketFinance
HOO,Hoo,0.423272,-0.023,-0.04,0.016,331926,0,HOO.Hoo
HD,HubDao,5.47,0,0,0,0,0,HD.HubDao
3CRV,LP,1.02,0,0,0,0,0,3CRV.LP
HIZ,Hiz,0.148331,,,-0.356,5.91,0,HIZ.Hiz
BSK,BitcoinStaking,3.83,-0.007,-0.037,0.02,15.39,0,BSK.BitcoinStaking
XFYI,XCredit,0.873186,0,0,0,0,0,XFYI.XCredit
FMTA,Fundamenta,0.396798,,-0.041,0.118,1407,0,FMTA.Fundamenta
KPER,Kper,9.30E-07,0,0,0,0,0,KPER.Kper
STFIRO,StakedFIRO,4.51,,,0.082,394.09,0,STFIRO.StakedFIRO
ESTI,Easticoin,0.003910838,-0.01,-0.031,-0.107,35070,0,ESTI.Easticoin
PTERIA,Pteria,1.3,-0.006,-0.124,-0.03,439972,0,PTERIA.Pteria
LST,Libartysharetoken,0.214569,-0.008,-0.048,0.118,630507,0,LST.Libartysharetoken
SMPL,SMPL,16.9,0,0,0,0,0,SMPL.SMPL
BLURT,Blurt,0.003186053,0,0,0,0,0,BLURT.Blurt
N0031,nYFI,0.434335,,-0.001,4.504,39.67,0,N0031.nYFI
WEMIX,WEMIX,0.211775,0.015,-0.063,0.239,593064,0,WEMIX.WEMIX
UBX,UBIX,0.000369926,0.005,0.01,-0.09,1039121,0,UBX.UBIX
STON,Ston,0.035866997,-0.002,-0.013,0.059,110575,0,STON.Ston
VCOIN,TronVegasCoin,0.002234545,0,0,0,0,0,VCOIN.TronVegasCoin
SUP,SuperTx,35.99,0,-0.006,-0.034,177420,0,SUP.SuperTx
EARN,Yearn,4.18,-0.001,0.048,-0.351,30236,0,EARN.Yearn
LOVE,LOVE,0.001305319,0,0,0,0,0,LOVE.LOVE
EAURIC,Eauric,0.178076,0.002,-0.035,-0.486,412897,0,EAURIC.Eauric
SAP,SwapAll,0.123727,0.011,-0.001,-0.249,156.51,0,SAP.SwapAll
BCA,Bitcoiva,8.18,-0.002,-0.027,-0.034,389029,0,BCA.Bitcoiva
MNGUZ,Mangu,0.183413,0,0,0,0,0,MNGUZ.Mangu
MSB,Misbloc,0.485122,-0.007,-0.171,-0.228,8915158,0,MSB.Misbloc
LOV,LoveChain,0.030200522,,,-0.037,120.8,0,LOV.LoveChain
SRC,Simracer,0.088633706,0,0,0,0,0,SRC.Simracer
CHM,Cryptochrome,0.040773593,,0.055,0.061,33239,0,CHM.Cryptochrome
YFIII,YFIII,38.46,0,0,0,0,0,YFIII.YFIII
DREAM,Dream,0.000518465,0,0,0,0,0,DREAM.Dream
YG,Yearn,0.139699,0,0,0,0,0,YG.Yearn
YMF20,Yearn20Moon Finance,0.499319,0,0,0,0,0,YMF20.Yearn20Moon.Finance
CORAL,Coral,0.281925,-0.021,-0.014,-0.289,15820.78,0,CORAL.Coral
WCCX,Wrapped,0.29359,-0.055,-0.11,0.185,576.33,0,WCCX.Wrapped
TSLA,Tessla,0.316247,-0.006,-0.035,-0.004,63433,0,TSLA.Tessla
FCR,Fromm,0.000505901,0.004,-0.1,0.064,541230,0,FCR.Fromm
GASP,gAsp,0.344791,-0.014,-0.07,0.017,33892,0,GASP.gAsp
BNKRX,Bankroll,0.015643207,,0.09,0.184,6.7,0,BNKRX.Bankroll
ETHV,Ethereum,0.001009802,,,,33.8,0,ETHV.Ethereum
COMB,Combo,0.00158567,0.006,-0.028,0.036,9939.03,0,COMB.Combo
WBIND,Wrapped,0.023820848,0,0,0,0,0,WBIND.Wrapped
TWI,Trade win,0.140259,,1.342,-0.198,8.85,0,TWI.Trade.win
MTI,MTI,0.000100081,0,0,0,0,0,MTI.MTI
TEAT,TEAL,0.045725538,-0.009,-0.045,-0.107,118047,0,TEAT.TEAL
YFIM,Yfi mobi,19.03,0.02,-0.027,0.046,742867,0,YFIM.Yfi.mobi
YFB2,Yearn,6.82,-0.044,-0.091,0.29,60.41,0,YFB2.Yearn
ZLP,Zuplo,0.000400163,0,0,0,0,0,ZLP.Zuplo
DEVE,Divert,13.54,-0.015,-0.003,0.213,174094,0,DEVE.Divert
MVEDA,MedicalVeda,0.037442608,0.025,0.011,-0.135,621265,0,MVEDA.MedicalVeda
BST1,Blueshare,0.006540162,,,,0.069436898,0,BST1.Blueshare
LONG,LONG,3.00E-05,-0.001,0.193,-0.233,30.41,0,LONG.LONG
BFI,BitDefi,3.42,-0.002,-0.012,-0.086,5814.55,0,BFI.BitDefi
RAK,Rake,14.95,-0.001,-0.006,-0.098,132173,0,RAK.Rake
EOC,EveryonesCrypto,0.008976093,-0.002,-0.001,0.002,12310.6,0,EOC.EveryonesCrypto
FRMX,FRMx,3637.53,-0.014,-0.015,0.575,31129,0,FRMX.FRMx
WTK,WadzPay,0.009716728,0,0,0,0,0,WTK.WadzPay
WHOLE,WhiteHole_BSC,1.26,0,0,0,0,0,WHOLE.WhiteHole_BSC
FCD,Future,0.421909,0,0,0,0,0,FCD.Future
DGW,Digiwill,0.001799257,0,0,0,0,0,DGW.Digiwill
STRN,Strain,0.010920505,0,0,0,0,0,STRN.Strain
GGT,GARD,5.53E-05,-0.021,0.018,-0.317,2328.15,0,GGT.GARD
XFII,XFII,0.632454,0,0,0,0,0,XFII.XFII
DRK,Drakoin,0.011703325,0.012,-0.275,-0.662,8976.95,0,DRK.Drakoin
SVN,7Finance,0.091541038,0,0,0,0,0,SVN.7Finance
AKN,Akoin,0.166439,-0.003,-0.009,-0.023,9457.59,0,AKN.Akoin
SEED,MetaGame,24.56,,-0.026,0.015,368.35,0,SEED.MetaGame
PTE,Peet,0.425382,-0.014,-0.03,-0.018,1174.93,0,PTE.Peet
LIQLO,Liquid,11.59,0,0,0,0,0,LIQLO.Liquid
PKP,Pikto,0.168853,0,0,0,0,0,PKP.Pikto
LIQ,Liquid,17.46,0,0,0,0,0,LIQ.Liquid
STLP,Tulip,0.360753,0,0,0,0,0,STLP.Tulip
STONK,STONKS,0.480874,0,0,0,0,0,STONK.STONKS
VOLTS,Volts Finance,2.31,0,0,0,0,0,VOLTS.Volts.Finance
ARCC,Asia,0.08588805,0.001,0.002,0.005,76975,0,ARCC.Asia
COC,cocktailbar finance,2.53,0,0,0,0,0,COC.cocktailbar.finance
BOBT,Boboo,0.071009317,0,0,0,0,0,BOBT.Boboo
YHFI,Yearn,0.100053,0,0,0,0,0,YHFI.Yearn
BKKG,Biokkoin,24.87,-0.001,0.38,3.197,5399.81,0,BKKG.Biokkoin
DTUBE,Dtube,0.19159,,0.042,0.279,489.37,0,DTUBE.Dtube
RAI,Raicoin,0.025966235,0,0,0,0,0,RAI.Raicoin
YTHO,YTHO,40.05,0,0,0,0,0,YTHO.YTHO
IBETH,Interest,2538.59,,-0.036,0.12,42038,0,IBETH.Interest
WIS,Experty,0.044810521,-0.015,-0.045,-0.03,92231,0,WIS.Experty
PBS,PBS,6.29E-08,-0.002,0.118,-0.543,3.01,0,PBS.PBS
DIE,Die,29.37,0,0,0,0,0,DIE.Die
CLA,Candela,0.001754601,-0.057,0.74,0.324,252.51,0,CLA.Candela
YFI3,YFI3 money,0.320668,,0,0,0,0,YFI3.YFI3.money
OMC,OMC,0.006006906,0,0,0,0,0,OMC.OMC
PRQBOOST,Parsiq,0.013470329,0.002,0.733,3.155,1.17E-10,0,PRQBOOST.Parsiq
MVC,MileVerse,0.022152985,-0.012,-0.021,0.021,12007792,0,MVC.MileVerse
BSC,BSC,0.071174084,0.255,0.273,0.723,134.06,0,BSC.BSC
MCAU,Meld,57.8,,0,0.002,2.72,0,MCAU.Meld
YFIV,Yearn,0.150385,,0.073,-0.157,73.89,0,YFIV.Yearn
OLO,OLO,0.073053903,-0.013,-0.009,-0.191,6329.86,0,OLO.OLO
PRIME,PrimeDAO,0.260601,0,0,0,0,0,PRIME.PrimeDAO
LIBREF,LibreFreelencer,2.53E-05,,-0.025,-0.311,1.88,0,LIBREF.LibreFreelencer
DNC,Danat,0.221205,-0.009,-0.005,0.014,3896.75,0,DNC.Danat
CLT,Cexlt,0.000749132,0.004,0.092,0.049,1357.4,0,CLT.Cexlt
TOM,TOM,140.65,0.008,-0.018,0.056,493301,0,TOM.TOM
SUP8EME,SUP8EME,0.028799985,0,0,0,0,0,SUP8EME.SUP8EME
TMCN,Timecoin,227.99,-0.042,-0.029,1.443,5754413,0,TMCN.Timecoin
QUSD,QUSD,0.816257,0,0,0,0,0,QUSD.QUSD
KUN,QIAN,0.534279,-0.012,0.026,0.005,124259,0,KUN.QIAN
HBURN,HypeBurn,5.49,0,0,0,0,0,HBURN.HypeBurn
CP3R,Compounder,0.171614,0,0,0,0,0,CP3R.Compounder
XPT,XPToken io,1.22,0.108,0.065,-0.101,8052.31,0,XPT.XPToken.io
DIP,Deipool,0.049173189,0.03,-0.061,-0.088,8808.48,0,DIP.Deipool
MILK,Score,0.072403437,0,0,0,0,0,MILK.Score
HYPE,Hype,54.42,0,0,0,0,0,HYPE.Hype
UNOS,UnoSwap,0.046878299,0,0,0,0,0,UNOS.UnoSwap
BVL,Bullswap,0.000979038,0.02,0.029,-0.123,45877,0,BVL.Bullswap
APH,APHolding,0.001333219,0,0,0,0,0,APH.APHolding
YFC,Yearn,70.11,0,0,0,0,0,YFC.Yearn
BTLLR,Betller,0.00115141,-0.005,-0.032,-0.231,7.88,0,BTLLR.Betller
BBX,Ballotbox,0.002501512,,-0.068,-0.346,58.03,0,BBX.Ballotbox
DSGN,Design,0.0088909,0,0,0,0,0,DSGN.Design
BUP,BuildUp,0.180331,-0.003,-0.022,-0.114,119802,0,BUP.BuildUp
BMP,Brother,0.02550805,-0.029,-0.024,0.093,4853947,0,BMP.Brother
AAPL,Apple,0.07845642,0.078,0.484,0.638,28281,0,AAPL.Apple
PROPHET,Prophet,0.088216154,-0.003,-0.001,0.12,293764,0,PROPHET.Prophet
BLK,BLink,0.025259644,0.043,-0.079,-0.249,190497,0,BLK.BLink
AIN,AI,0.082561262,-0.002,-0.117,-0.072,3073.08,0,AIN.AI
7ADD,Holdtowin,1.21,0,0,0,0,0,7ADD.Holdtowin
GR,GROM,0.001069074,,0.163,-0.007,144.09,0,GR.GROM
MTS,Metis,0.008412754,,0.106,0.006,31424,0,MTS.Metis
BT,BitHash,1.34,-0.01,0.009,0.058,150976,0,BT.BitHash
WON,WeBlock,0.018081956,0,0,0,0,0,WON.WeBlock
MTTCOIN,MTTCoin,11.63,-0.028,0.551,1.049,26215,0,MTTCOIN.MTTCoin
XAAVEA,xAAVEa,3.16,0,0,0,0,0,XAAVEA.xAAVEa
XAAVEB,xAAVEb,3.23,,,-0.029,746.48,0,XAAVEB.xAAVEb
WZEC,Wrapped,108.55,0,0,0,0,0,WZEC.Wrapped
KODX,King,38.1,-0.007,0.389,0.328,3320.95,0,KODX.King
CURVE,CURVEHASH,8.67E-05,,0.089,0.159,5.77,0,CURVE.CURVEHASH
ZIN,Zin,0.036080937,-0.005,0.495,0.033,30.67,0,ZIN.Zin
CRS,Crypto,0.004505554,-0.006,-0.023,-0.075,5454.53,0,CRS.Crypto
QDEFI,Q,2706.43,0.002,-0.009,0.077,487633,0,QDEFI.Q
TRN,TronNodes,0.000116965,-0.007,-0.184,-0.12,103.89,0,TRN.TronNodes
STV,STVKE,5.79E-05,0,0,0,0,0,STV.STVKE
LOAD,LOAD,0.011448169,,,-0.077,34.34,0,LOAD.LOAD
JPYQ,JPYQ,0.009215972,0.002,0.006,0.023,44172,0,JPYQ.JPYQ
CNYQ,CNYQ,0.155167,0.002,0,0.012,21446,0,CNYQ.CNYQ
GCR,Gold,1807.84,-0.005,-0.002,0.007,28925902,0,GCR.Gold
BBRA,BooBanker,1.23,0,0,0,0,0,BBRA.BooBanker
PSK,PoolStake,0.005394155,0,0,0,0,0,PSK.PoolStake
DGP,DGPayment,0.100078,-0.465,-0.523,0.482,16853.01,0,DGP.DGPayment
GIX,GoldFinX,1.69,-0.002,-0.028,-0.049,12901.41,0,GIX.GoldFinX
BABY,Baby,0.013410006,-0.006,-0.064,0.023,697806,0,BABY.Baby
HYPEBET,Hype Bet,0.554844,0,0,0,0,0,HYPEBET.Hype.Bet
UCAP,Unicap Finance,0.507813,-0.006,-0.025,0.302,21651,0,UCAP.Unicap.Finance
RLR,Relayer,1.59,0,0,0,0,0,RLR.Relayer
ACSI,ACryptoSI,2.48,-0.001,0,-0.051,45935,0,ACSI.ACryptoSI
EFG,ECOC,19.07,,0.005,0.189,123361,0,EFG.ECOC
MOB,MobileCoin,9.9,-0.005,-0.019,-0.033,793883,0,MOB.MobileCoin
VGC,5G-CASH,0.020661565,0,0,0,0,0,VGC.5G-CASH
STAR,FileStar,0.820352,0.009,-0.035,-0.089,425644,0,STAR.FileStar
MKS,Makes,0.201696,,9.163,3.029,5.77,0,MKS.Makes
HITX,Hithotx,0.000699289,-0.003,0.1,,15215.25,0,HITX.Hithotx
GVY,Groovy,1.43,0,0,0,0,0,GVY.Groovy
WAV3,WAV3,0.149955,0,0,0,0,0,WAV3.WAV3
FLEXUSD,flexUSD,1,0,0,0,0,0,FLEXUSD.flexUSD
NPO,NPO,0.772128,-0.002,0,-0.219,42626,0,NPO.NPO
FOMP,Fompound,8.15,-0.009,-0.064,-0.223,4068.95,0,FOMP.Fompound
ELYX,Elynet,0.011406578,,0,-0.109,49114,0,ELYX.Elynet
BNI,Betnomi,0.007012505,0,0,0,0,0,BNI.Betnomi
GRAIN,Grain,0.02231623,,0,0,0,0,GRAIN.Grain
XLMBULL,3X,2.34,-0.032,-0.092,0.094,166420,0,XLMBULL.3X
XLMBEAR,3X,0.334128,0.01,0.131,-0.143,85463,0,XLMBEAR.3X
BFR,Bridge,0.000131119,0,0,0,0,0,BFR.Bridge
CAMP,Camp,0.000191093,0.065,-0.082,-0.032,40290,0,CAMP.Camp
STGZ,Stargaze,0.010928723,0,0,0,0,0,STGZ.Stargaze
EMOJI,Emojis,5.45,0,0,0,0,0,EMOJI.Emojis
MCH,Meme,1.74,0,0,0,0,0,MCH.Meme
HUB,Hub,0.002638883,0.001,-0.002,0.061,686.36,0,HUB.Hub
PLUT,Pluto,0.063031142,,-0.001,-0.393,78464,0,PLUT.Pluto
TBCC,TBCC,0.008143415,-0.005,-0.103,-0.176,1334785,0,TBCC.TBCC
OFT,Orient,0.283133,0,0,0,0,0,OFT.Orient
KCH,Keep,2.02E-08,0,0,0,0,0,KCH.Keep
YPLT,yplutus,0.001982085,0,0,0,0,0,YPLT.yplutus
GPT,Grace,1099.23,-0.002,-0.007,-0.095,31750,0,GPT.Grace
NAR,NAR,0.104615,0.003,0.003,-0.156,248.28,0,NAR.NAR
JFIN,JFIN,0.246883,0,-0.019,-0.017,38268,0,JFIN.JFIN
300,Spartan,170.16,0,0,0,0,0,300.Spartan
LDN,Ludena,0.388457,-0.02,-0.019,0.01,7310.39,0,LDN.Ludena
RZN,Rizen,2.4,0,0,0,0,0,RZN.Rizen
RENFIL,renFIL,53.23,0,0,0,0,0,RENFIL.renFIL
PRDZ,Predictz,7.56,-0.014,-0.081,0.227,493451,0,PRDZ.Predictz
POLIS,Wrapped,0.387463,0,0,0,0,0,POLIS.Wrapped
SIC,SICash,1.33E-05,-0.029,-0.032,-0.142,54.24,0,SIC.SICash
PLEX,PLEX,0.649884,-0.01,-0.004,0.014,25096327,0,PLEX.PLEX
HLAND,HLand,3.05,0,0,0,0,0,HLAND.HLand
FLX,Felix,0.000705199,,-0.009,-0.502,3.69,0,FLX.Felix
BNFI,Blaze,0.292616,0,0,0,0,0,BNFI.Blaze
CTC,CyberTronchain,25.33,-0.009,-0.011,-0.027,82643,0,CTC.CyberTronchain
CRT,Cryptonits,0.00115708,,0.004,0.008,309.35,0,CRT.Cryptonits
R34P,R34P,5.46,0,0,0,0,0,R34P.R34P
RFR,Refract,493.22,0,0,0,0,0,RFR.Refract
BRTR,Barter,0.008506376,-0.002,-0.018,,149.54,0,BRTR.Barter
ABS,Absorber,0.243799,,-0.025,-0.179,553.56,0,ABS.Absorber
ELD,ETH limiteD,0.000989422,0,0,0,0,0,ELD.ETH.limiteD
DFLY,Dragonfly,0.044420732,0,0,0,0,0,DFLY.Dragonfly
STXEM,stakedXEM,0.113765,0,0,0,0,0,STXEM.stakedXEM
ECL,Eclipseum,0.022340981,0,0,0,0,0,ECL.Eclipseum
BANANA,Banana,182.35,-0.017,-0.046,0.037,192745,0,BANANA.Banana
XLT,Nexalt,0.054889085,-0.014,-0.031,0.022,201.33,0,XLT.Nexalt
OPT,ETHOPT,0.025851907,0,0,0,0,0,OPT.ETHOPT
TAXI,Taxi,0.128576,0,0,0,0,0,TAXI.Taxi
BOLO,Bollo,0.002301135,0,0,0,0,0,BOLO.Bollo
G999,G999,0.003762226,-0.061,-0.015,-0.037,3677717,0,G999.G999
CHAL,Chalice,0.420249,0,0,0,0,0,CHAL.Chalice
AFIB,Aries,0.11327,,0.005,0.068,91.58,0,AFIB.Aries
BTR,BeeTR,9.99E-05,-0.003,-0.002,-0.001,0.041377017,0,BTR.BeeTR
BTR,Bit,0.008508099,0.011,-0.013,-0.015,34655,0,BTR.Bit
BTSHK,Bitshark,0.007671302,,-0.028,,27.51,0,BTSHK.Bitshark
BVND,Binance,4.25E-05,-0.001,-0.001,0.019,94811,0,BVND.Binance
2BASED,2Based,1.1,0,0,0,0,0,2BASED.2Based
TAR,Tartarus,0.92751,0,0,0,0,0,TAR.Tartarus
BBL,Bubble,0.11182,-0.001,0.017,0.15,31253,0,BBL.Bubble
DPC,Dappcents,0.000831804,-0.007,-0.145,-0.008,129.89,0,DPC.Dappcents
MDZA,Medooza,0.007967112,-0.002,0.003,0.118,7.23,0,MDZA.Medooza
DCL,Delphi,0.005342568,0,0,0,0,0,DCL.Delphi
AQUA,Aqua,11.2,,,0.105,171.48,0,AQUA.Aqua
TGCD,TronGameCenterDiamonds,0.002754121,0,0,0,0,0,TGCD.TronGameCenterDiamonds
DRC,DRC,0.035445235,0.002,-0.011,-0.036,3926407,0,DRC.DRC
CEZ,Cezo,1.03E-05,0,0,0,0,0,CEZ.Cezo
DIXT,Dixt,6.65E-05,0.062,0.153,-0.344,349.81,0,DIXT.Dixt
GENA,Genta,0.022601775,0,0,0,0,0,GENA.Genta
CBANK,Crypto,0.065820362,-0.015,-0.13,-0.31,313363,0,CBANK.Crypto
DMX,Dymmax,0.012908634,0.001,-0.019,-0.99,23537,0,DMX.Dymmax
MIS,Themis,0.145626,0.038,0.32,0.723,81503,0,MIS.Themis
GUSDT,Global,0.129796,0.855,-0.483,0.265,1326875,0,GUSDT.Global
YD-ETH-MAR21,YD-ETH-MAR21,0.927306,0,0,0,0,0,YD-ETH-MAR21.YD-ETH-MAR21
YD-BTC-MAR21,YD-BTC-MAR21,0.9566,0,0,0,0,0,YD-BTC-MAR21.YD-BTC-MAR21
FNK,Fnk com,0.440905,0.004,-0.049,-0.054,72585,0,FNK.Fnk.com
ARIX,Arix,4.79,0,0,0,0,0,ARIX.Arix
TFC,TheFutbolCoin,0.285548,-0.006,-0.028,-0.031,9416.38,0,TFC.TheFutbolCoin
BDO,bDollar,0.04586919,0.033,0.048,-0.097,31861,0,BDO.bDollar
